customer_unique_id,repeat_purchase_90d,repeat_purchase_flag,first_order_date,customer_state,primary_category,payment_type_group,first_order_amount,products_ordered,unique_products_ordered,number_of_categories,number_of_sellers,payment_installments,freight_to_order_ratio,any_seller_same_state,avg_customer_seller_distance_km
003035f5ec76f2220098377482de93c9,No,0,2017-08-28 21:35:08,MG,consoles_games,credit_card,62.47,1,1,1,1,3,0.19977589242836561550,t,384.3734289767152
003162bf0351f47a1a247992b8b9b42d,No,0,2018-07-14 15:45:27,ES,books_general_interest,credit_card,536.60,1,1,1,1,10,0.04043980618710398807,f,997.2242120499321
00324c9f4d710e7bac5c5ba679714430,No,0,2017-06-21 20:40:38,TO,housewares,credit_card_plus_voucher,109.78,1,1,1,1,7,0.72763709236655128439,f,1483.0381217546537
0032c76b20340da25249092a268ce66c,No,0,2016-10-06 11:32:00,SP,toys,credit_card,144.94,1,1,1,1,1,0.11066648268248930592,t,65.96419200469705
0032ca69771a7758ce643258bb9e4ac7,No,0,2018-07-16 15:32:50,SP,furniture_living_room,credit_card,62.45,1,1,1,1,2,0.27942353883106485188,t,298.66446052437993
0033f4a2887e07e25aa1204d482f41ba,No,0,2018-06-26 01:07:23,BA,cool_stuff,boleto,425.04,1,1,1,1,1,0.17654808959156785244,f,1759.2844552261586
00344274804f3b8003de1b0562ae01df,No,0,2018-07-09 14:09:25,PE,health_beauty,credit_card,226.23,1,1,1,1,5,0.16898731379569464704,f,1501.8921183279365
0034c76b7e6a17d738375b99afc2f01e,No,0,2018-05-07 16:17:00,MG,home_appliances,credit_card,44.23,1,1,1,1,1,0.41216368980330092697,f,178.90224081303387
0035029989e6fc5cf030918a5f9f2037,No,0,2018-05-12 14:28:16,SP,luggage_accessories,credit_card,546.12,2,1,1,1,1,0.19797846627114919798,f,503.92371006454454
003650b504826ea534e02eba0ab58dd5,No,0,2018-01-17 12:03:01,SP,perfumery,credit_card,21.77,1,1,1,1,2,0.35737253100597152044,t,37.720320867999966
0036a074f98b80c4f1fc33dbbcf9c552,No,0,2017-05-12 09:24:26,RS,housewares,boleto,42.62,1,1,1,1,1,0.60136086344439230408,f,1208.0081564616562
0036b4a3d09ad551a5188c2e374da402,No,0,2017-08-09 16:14:49,PR,furniture_decor,credit_card,162.77,1,1,1,1,10,0.09074153713829329729,t,350.24588029193046
0036d365b138cc0ee06bed755bcb5044,No,0,2018-01-31 14:41:00,BA,christmas_supplies,boleto,109.50,1,1,1,1,1,0.27031963470319634703,f,1248.4814528242434
00370dfde3d012c420d29657afc2fc8b,No,0,2018-01-29 12:54:38,RS,cool_stuff,credit_card,237.00,1,1,1,1,1,0.09282700421940928270,f,928.2051725031087
00377a18050b898b93e2c774be9947db,No,0,2017-11-25 13:40:05,MT,health_beauty,credit_card,65.78,1,1,1,1,1,0.24004256612952265126,f,1341.0337574246714
0037aa56b017c105c3a9d47af71fff98,No,0,2018-01-26 16:52:56,MG,auto,credit_card,443.73,1,1,1,1,2,0.04221035314267685304,f,520.2835043568089
0037d2bbb9ebc39d9114aea27ee16d72,No,0,2017-03-27 12:24:28,SP,furniture_decor,boleto,143.73,1,1,1,1,1,0.16579698044945383706,f,470.0976177140385
0037eb1ff742ee2e71ba887f65f3c6f3,No,0,2017-07-13 09:00:21,PE,housewares,credit_card,228.79,1,1,1,1,5,0.13020673980506141003,f,2282.1476317797515
003800162424b7b5b3d75c9cf22a66e7,No,0,2018-04-01 21:29:34,BA,garden_tools,credit_card,107.81,1,1,1,1,2,0.20693813189871069474,f,1491.5573489950268
003ac9408252444b489b1bfc013f5f8c,No,0,2018-03-16 17:56:52,SP,furniture_decor,credit_card,36.98,1,1,1,1,1,0.49296917252568956193,f,251.5607874985192
003c457932a554e4df13834237b1ed00,No,0,2018-01-05 10:23:18,SP,bed_bath_table,boleto,142.51,1,1,1,1,1,0.08848501859518630272,t,91.59284627738666
003d56767e53e08671de00da3fba8d40,No,0,2017-12-01 12:48:21,MG,bed_bath_table,credit_card,178.59,1,1,1,1,8,0.12089142729156167759,f,238.95420848928455
003db7adfcdc49857b095a50191b6c9d,No,0,2018-05-02 12:41:41,SP,books_general_interest,credit_card,542.66,1,1,1,1,10,0.03272767478715954741,t,375.1889918551202
003e28cb6fab8a0901bff9229612375f,No,0,2017-03-13 14:54:17,PR,toys,credit_card,137.26,1,1,1,1,1,0.12581961241439603672,f,672.1330653829831
003e2af81ea3c72fbdd093f07724a4de,No,0,2018-04-16 20:59:52,SP,health_beauty,credit_card,63.74,2,1,1,1,2,0.24694069657985566363,t,62.13315074192885
003f4901fdb60ae9c1e2538b84c208e1,No,0,2017-11-19 20:22:47,DF,unknown_product_category,credit_card,162.79,1,1,1,1,2,0.09085324651391363106,f,
003fee4ca17927283128c7ddc6f9311b,No,0,2018-05-08 13:08:34,RJ,sports_leisure,boleto,103.47,1,1,1,1,1,0.17850584710544119068,f,440.1562027388586
004177f7bf62929186b32c7fdaa6157b,No,0,2017-10-19 16:07:11,RJ,office_furniture,boleto,433.98,2,1,1,1,1,0.09217014608968155215,f,315.9620095200591
004256f082951ec189a4962b6788c214,No,0,2018-03-23 11:37:58,SP,telephony,debit_card,259.15,1,1,1,1,1,0.05460158209531159560,t,74.8306730427053
004288347e5e88a27ded2bb23747066c,No,0,2017-07-27 14:13:03,RJ,cool_stuff,credit_card,251.09,1,1,1,1,2,0.08403361344537815126,f,328.392341497797
0042dcca0ae57aaec6e808edc31a2d48,No,0,2017-12-02 12:02:34,AL,health_beauty,credit_card,85.04,1,1,1,1,3,0.17920978363123236124,f,861.814179780658
0043d65f8039b4a4d43bc7b0f450ac2c,No,0,2017-04-20 12:57:14,MG,bed_bath_table,credit_card,64.42,1,1,1,1,3,0.22539583980130394287,f,472.91998981365634
00444f48f6c9b55657e49435ce3a97ca,No,0,2017-06-09 16:15:38,MG,computers_accessories,credit_card,52.38,1,1,1,1,4,0.23825887743413516609,t,471.5987253915491
00446a03d7a34d191507c9e42870d0a5,No,0,2017-03-06 20:08:47,SP,bed_bath_table,credit_card,128.95,1,1,1,1,8,0.14773167894532764637,f,240.1977628382404
004493e0b0a37317d25665d340c0677d,No,0,2018-06-06 17:44:31,RJ,toys,credit_card,83.32,1,1,1,1,3,0.21999519923187710034,f,687.6370166732337
0045e9ad4d6c85d2323a7ab374b76183,No,0,2018-06-19 23:13:23,MG,housewares,boleto,24.13,1,1,1,1,1,0.75549108992954828015,f,390.5250654518961
0046311f458d8041b00063cb99482903,No,0,2017-08-01 19:24:31,SP,toys,credit_card,112.33,1,1,1,1,4,0.14626546781803614351,t,266.53018016175014
0047f3e16441284d757a8963344f6c59,No,0,2017-08-28 10:29:48,SP,pet_shop,credit_card,76.18,1,1,1,1,1,0.21239170385928065109,f,590.9730357909398
0049a16516d38fc2246696172a257f16,No,0,2017-12-29 11:04:22,SP,telephony,credit_card,32.77,1,1,1,1,3,0.23741226731766859933,t,17.786499411760946
0049dadc30da6a277c1e9d371df5a66f,No,0,2017-06-13 19:49:59,DF,housewares,credit_card,26.01,1,1,1,1,1,0.61937716262975778547,f,736.0599164429149
0049db44bfd6cee26ac9c649329ff6ea,No,0,2017-03-07 13:28:55,SP,furniture_decor,debit_card,109.04,2,1,1,1,1,0.26632428466617754952,f,514.7198075191942
0049ec2d7a5818d0e4b3f4735cec2458,No,0,2018-07-19 08:17:29,PR,telephony,credit_card,44.18,1,1,1,1,1,0.41376188320507016750,f,459.4284808867457
004a432489f6630c6dfd3fc4454603f5,No,0,2017-12-16 09:25:10,PR,unknown_product_category,boleto,84.01,1,1,1,1,1,0.16950363052017616950,f,360.682625582915
004ad212c650c96c8a48f30855a7bcb8,No,0,2017-09-24 10:45:10,MG,missing_order_details,credit_card,,,,,,1,,,
004b45ec5c64187465168251cd1c9c2f,No,0,2017-09-01 12:11:23,AL,garden_tools,boleto,97.87,1,1,1,1,1,0.38796362521712475733,f,1918.0092102850185
004d17fa2cb102a7c4817f040c884e59,No,0,2018-02-13 07:17:20,SP,health_beauty,credit_card,39.78,1,1,1,1,1,0.19557566616390145802,t,15.011100774078246
004df63539fd5e38d4b0a0506de7549c,No,0,2018-07-16 13:30:06,PA,watches_gifts,credit_card,993.55,1,1,1,1,10,0.04384278596950329626,f,2395.8760577336625
004ed862ea4e55f18868d3d782d10879,No,0,2017-08-06 20:34:10,SP,luggage_accessories,boleto,109.29,1,1,1,1,1,0.13166803916186293348,f,165.32279626297162
004f84d065096f3cedd26cf0adc80b9d,No,0,2018-04-25 23:17:16,SP,office_furniture,credit_card,189.08,2,1,1,1,8,0.15390310979479585361,t,93.31049214707019
0050dcff37f8b9ff611d245e30572b46,No,0,2018-05-02 08:44:43,RS,health_beauty,credit_card,68.22,1,1,1,1,1,0.26722368806801524480,f,1089.7245840575913
00522457bba00bba576a34fd9b4808fd,No,0,2017-04-01 13:40:12,SP,furniture_living_room,credit_card,127.98,1,1,1,1,2,0.18760743866229098297,t,410.40474123406267
005226be8d5b972d0f72b4e8a79f322b,No,0,2018-04-01 22:07:00,RJ,home_appliances_2,credit_card,1600.51,1,1,1,1,10,0.02468588137531161942,t,63.41417791941532
00539155ce68fbe677934aebdb17e09b,No,0,2018-04-29 09:34:52,SP,furniture_decor,credit_card,58.25,1,1,1,1,1,0.15896995708154506438,t,149.91039735757383
00543330561a9088f8b3879114a7b008,No,0,2017-11-24 15:02:09,BA,computers_accessories,credit_card,73.96,1,1,1,1,1,0.24283396430502974581,f,1476.8319026405234
0055b522bc89cbfbf376d8b59a628470,No,0,2017-03-03 15:48:57,CE,small_appliances,boleto,364.75,1,1,1,1,1,0.10075394105551747772,f,3195.877940873016
0055bbb9c95f6acb8db89d1f6c316407,No,0,2018-02-14 09:43:06,SC,books_general_interest,boleto,83.23,1,1,1,1,1,0.18298690376066322240,f,635.3107873903133
0056f26cb8f20916c3baa0e39fc30709,No,0,2018-03-31 10:38:18,SP,bed_bath_table,credit_card,109.23,1,1,1,1,3,0.14950105282431566419,t,286.0431079695698
00575b2023dedcc0f3e81a938834689b,No,0,2017-11-04 20:24:52,PR,electronics,boleto,32.38,1,1,1,1,1,0.38542310067943174799,t,58.81083742860502
0058e7db269cc11558913b42beb115d0,No,0,2018-05-18 13:51:15,SP,furniture_decor,boleto,78.88,1,1,1,1,1,0.11257606490872210953,t,34.96292767999078
0058f300f57d7b93c477a131a59b36c3,Yes,1,2018-02-19 17:11:34,BA,stationery,voucher,79.56,1,1,1,1,1,0.24710910005027652086,f,1324.6231638233598
0059acd36094bf670ec8b21be6c0044c,No,0,2017-06-12 21:48:33,MG,electronics,boleto,46.69,1,1,1,1,1,0.35960591133004926108,f,690.0394938953585
005d8faa4cf789cf52fb880a8569880a,No,0,2018-05-11 09:36:15,DF,bed_bath_table,boleto,89.25,1,1,1,1,1,0.10375350140056022409,f,860.5675909686981
005e32bc930906dc6b65fb9d11cce3e2,No,0,2017-09-03 21:48:38,RS,housewares,credit_card,49.60,1,1,1,1,4,0.35483870967741935484,f,856.8980141476578
005ee3e015ec18092d7782e507cf68fe,No,0,2017-10-01 09:57:51,AC,sports_leisure,credit_card,187.96,1,1,1,1,4,0.14880825707597361141,f,2693.2973007529795
005f060d4223956c62b64e9567a36f0f,No,0,2018-05-22 22:36:54,SP,watches_gifts,credit_card,777.68,1,1,1,1,8,0.11403147824297911737,t,242.7068897169194
005f4b46e70bbd3295a38e2fd28d6566,No,0,2017-11-02 14:26:59,RJ,bed_bath_table,credit_card,63.90,1,1,1,1,1,0.22065727699530516432,f,351.1158066689074
005ff4ebe100db3eebbe6f7b19a8f99a,No,0,2017-09-13 15:10:21,SP,office_furniture,credit_card,236.81,1,1,1,1,4,0.15586335036527173684,t,145.65708517592964
006031108b00e5f73b2426a50b50f9c0,No,0,2017-09-03 09:52:30,SP,bed_bath_table,credit_card,204.83,1,1,1,1,10,0.07288971342088561246,t,8.30854542641249
00605a8897ed9ad73b5c93bebad2541a,No,0,2018-03-25 20:19:03,RJ,baby,credit_card,31.13,1,1,1,1,1,0.58560873755220044973,f,566.9926755625858
00626f29f9b57d3ef7c1739ff03e944e,No,0,2018-04-11 11:42:25,PI,cool_stuff,credit_card,154.53,1,1,1,1,1,0.16521063871092991652,f,2107.477681732214
0062adafa3846d9f372d8f1bde591b24,No,0,2018-02-24 20:43:42,SP,health_beauty,boleto,149.87,1,1,1,1,1,0.09321411890304930940,t,277.2338536137507
0063817060d662048ed08bccecaf45d5,No,0,2018-01-12 09:26:20,MT,telephony,boleto,71.38,2,2,1,1,1,0.47043989913140935836,f,1737.4422190687612
0064a1b5f5cddd047c987b988a90c8c1,No,0,2018-03-02 08:33:32,SP,garden_tools,boleto,269.20,4,1,1,1,1,0.19910846953937592868,t,163.52325062744538
0064c96f536ac6250275482221834154,No,0,2018-06-20 22:51:17,SP,housewares,credit_card,65.33,1,1,1,1,1,0.19393846624827797337,t,30.397653759434636
00651d97d964127ccfc0e2e55464876d,No,0,2018-02-26 16:49:57,SP,auto,boleto,23.72,1,1,1,1,1,0.36762225969645868465,t,78.08489331889182
0065f6fb341f013a95a8e11cdc98d07a,No,0,2017-10-09 14:50:32,SP,pet_shop,credit_card,119.32,1,1,1,1,2,0.24656386188400938652,t,310.7333284579592
0065f7795a38381973a373c8b4939679,No,0,2018-07-07 20:53:52,RS,stationery,credit_card,31.22,1,1,1,1,1,0.48782831518257527226,f,843.4073514536755
0066b328e72fd82fd7420bf849c0e8b4,No,0,2017-09-04 14:01:22,SP,sports_leisure,boleto,94.35,1,1,1,1,1,0.09973502914679385268,t,17.73583075151928
0067d2652c12515146721538868bbd80,No,0,2018-06-19 12:00:08,SC,baby,debit_card,190.28,1,1,1,1,1,0.10710531847803237334,f,462.0863483067847
0068bd2e9e76c018846dbc6e2bec5ac5,No,0,2018-06-26 12:20:15,SP,bed_bath_table,voucher,79.51,1,1,1,1,1,0.24663564331530625079,f,466.4635448216461
006a8c1784d622ebe06bab57e72ee045,No,0,2017-11-25 16:36:13,RJ,garden_tools,boleto,66.64,1,1,1,1,1,0.26470588235294117647,f,675.8432021794433
006ab6f5e82340e927757563a9fbe7e4,No,0,2017-12-02 11:18:55,RJ,toys,credit_card,300.60,2,2,1,1,3,0.11111111111111111111,f,565.3900860868858
006b297ed73773b17d8874a2eb4466e8,No,0,2018-04-09 15:49:31,BA,stationery,credit_card,108.46,1,1,1,1,10,0.17112299465240641711,f,
006bbb235068a01d2e3e47fa09ccf53c,No,0,2018-02-15 19:02:19,DF,housewares,boleto,34.00,1,1,1,1,1,0.41470588235294117647,f,905.6425127583618
006c10bfead12ac8d90486fb4ce4e603,No,0,2018-06-14 23:41:56,SP,computers_accessories,credit_card,77.22,1,1,1,1,1,0.11952861952861952862,t,15.891037142960068
006d763076d74d16d66e828e79ec1544,No,0,2017-08-05 10:22:53,MG,cool_stuff,credit_card,99.32,1,1,1,1,9,0.19552960128876359243,t,524.8980826698054
006e937bd5a5e32043018a6d1521b5d5,No,0,2017-12-10 20:02:21,BA,telephony,credit_card,199.79,1,1,1,1,2,0.04950197707592972621,t,14.738209560677976
006ec5b170182812131c7d9b219c036f,No,0,2017-10-16 12:55:19,MG,computers_accessories,credit_card,61.77,1,1,1,1,1,0.27181479682693864335,f,869.2912307091835
006f2f20cf0cd723624b99d0e8e40d0c,No,0,2018-02-10 20:45:36,PR,garden_tools,credit_card,46.10,1,1,1,1,1,0.34945770065075921909,f,288.40328810769114
00704e915ae0d4a236eace0267454cf9,No,0,2017-07-31 23:07:11,MG,sports_leisure,boleto,123.39,1,1,1,1,1,0.11743253099927060540,t,358.7008010987919
0071f46a072a9ae25bbe4438b15efe9c,No,0,2017-02-01 00:04:17,SP,missing_order_details,credit_card,,,,,,4,,,
00720f160ff500d3605a1bf403eb62d9,No,0,2018-05-19 08:29:57,SP,baby,credit_card,118.54,1,1,1,1,2,0.11506664417074405264,t,56.49569900698643
00728bae3dec9c16b2193ab7e3195eb7,No,0,2018-01-14 23:22:38,RJ,watches_gifts,credit_card,211.01,1,1,1,1,3,0.07634709255485522013,f,397.5884083822556
00737247e3dc1942da2c527ef3bd2709,No,0,2018-03-24 12:25:44,MG,bed_bath_table,credit_card,78.20,1,1,1,1,1,0.23401534526854219949,f,555.9570579748249
0074a1d3f1995ff0538dc7197500973c,No,0,2018-05-10 11:06:18,SC,office_furniture,credit_card,624.90,1,1,1,1,10,0.04144663146103376540,f,942.8888193504026
00762eafc5dac5fc1574f91e9b7c9b67,No,0,2018-02-07 22:06:31,SP,toys,credit_card,233.93,1,1,1,1,1,0.06382251100756636601,t,87.8219600218305
